date,title,url
2023-11-16,"AYS News Digest 15/11/23: Supreme Court — Rwanda is NOT a safe third country for asylum seekers",https://medium.com/are-you-syrious/ays-news-digest-15-11-23-supreme-court-rwanda-is-not-a-safe-third-country-for-asylum-seekers-da653bc21fee
2023-11-21,"AYS News Digest 20/11/23: The continued criminalisation of sea rescue organisations",https://medium.com/are-you-syrious/ays-news-digest-20-11-23-the-continued-criminalisation-of-sea-rescue-organisations-2af314d359f0
2023-11-23,"AYS News Digest 22/11/23: The Central Mediterranean — Deadliest year since 2017",https://medium.com/are-you-syrious/ays-news-digest-22-11-23-the-central-mediterranean-deadliest-year-since-2017-3ed98ecfd4fa
2023-11-29,"AYS News Digest 27.11.23: Hungary ‘Office for the Defence of Sovereignty’ threatens human rights",https://medium.com/are-you-syrious/ays-news-digest-27-11-23-hungary-office-for-the-defence-of-sovereignty-threatens-human-rights-7f949d89c9c9
2023-11-30,"AYS News Digest 29/11/23: International Day of Solidarity with the Palestinian People",https://medium.com/are-you-syrious/ays-news-digest-29-11-23-international-day-of-solidarity-with-the-palestinian-people-57ffc55bf0c4
2023-12-02,"AYS News Digest 1.12.2023: El Hiblu 3 to face terrorism charges",https://medium.com/are-you-syrious/ays-news-digest-1-12-2023-el-hiblu-3-to-face-terrorism-charges-94d2dae1a37a
2023-12-12,"AYS News Digest 11/12/23: Frontex share coordinates of refugee boats with militia group",https://medium.com/are-you-syrious/ays-news-digest-11-12-23-frontex-share-coordinates-of-refugee-boats-with-militia-group-8b70203fd274
2023-12-23,"AYS Special: Missing Asylum-Seeking Children, UK Home Office at fault",https://medium.com/are-you-syrious/ays-special-missing-asylum-seeking-children-uk-home-office-at-fault-a44b376b6845
2023-12-26,"AYS Special: A new Search and Rescue NGO’s First Season in the Central Mediterranean",https://medium.com/are-you-syrious/ays-special-a-new-search-and-rescue-ngos-first-season-in-the-central-mediterranean-926fd9e0cbf6
2023-12-29,"AYS Special: “You forced me to claim asylum”. Baltic Pushbacks, a Personal Story",https://medium.com/are-you-syrious/ays-special-you-forced-me-to-claim-asylum-baltic-pushbacks-a-personal-story-0caeabf8df55
2024-01-08,"AYS Special: Talking Palestine in Croatia",https://medium.com/are-you-syrious/ays-special-talking-palestine-in-croatia-951f56502503
2025-02-11,"“Phone is company” — How the authorities routinely and forcibly remove the phones of people on the…",https://areyousyrious.medium.com/phone-is-company-how-the-authorities-routinely-and-forcibly-remove-the-phones-of-people-on-the-37d25ea7c5ee
